dataset,method,n_examples,mean,median,std,ci_low_95,ci_high_95
captaincookrecipes,ares,24,0.3334105253057718,0.34658162907553125,0.13849609278644748,0.2776703823037013,0.3888877899834311
captaincookrecipes,entail_prev,24,0.40685755521281836,0.41885964912280704,0.15006203116009587,0.34345412141464776,0.4655586379851086
captaincookrecipes,entail_base,24,0.14828326629797217,0.15384615384615385,0.10570750516584863,0.10806623931623932,0.19231753064473653
