dataset,method,recipe_name,ordering_index,node_id,position,score
captaincookrecipes,sager,coffee,3,16,10,0.02054794505238533
captaincookrecipes,sager,coffee,3,2,11,0.004109588917344809
captaincookrecipes,sager,coffee,3,1,12,0.010273972526192665
captaincookrecipes,sager,coffee,3,6,13,0.017123287543654442
captaincookrecipes,sager,coffee,3,11,14,0.0
captaincookrecipes,sager,coffee,3,8,15,0.0
captaincookrecipes,sager,coffee,3,17,16,0.0
captaincookrecipes,sager,coffee,4,14,0,0.034246575087308884
captaincookrecipes,sager,coffee,4,10,1,0.16780820488929749
captaincookrecipes,sager,coffee,4,7,2,0.02397260256111622
captaincookrecipes,sager,coffee,4,12,3,0.02397260256111622
captaincookrecipes,sager,coffee,4,5,4,0.0
captaincookrecipes,sager,coffee,4,13,5,0.0
captaincookrecipes,sager,coffee,4,4,6,0.0
captaincookrecipes,sager,coffee,4,15,7,0.09931506961584091
captaincookrecipes,sager,coffee,4,9,8,0.7986301183700562
captaincookrecipes,sager,coffee,4,3,9,0.215753436088562
captaincookrecipes,sager,coffee,4,16,10,0.04109589010477066
captaincookrecipes,sager,coffee,4,2,11,0.03287671133875847
captaincookrecipes,sager,coffee,4,1,12,0.027397260069847107
captaincookrecipes,sager,coffee,4,6,13,0.04794520512223244
captaincookrecipes,sager,coffee,4,11,14,0.0
captaincookrecipes,sager,coffee,4,8,15,0.034246575087308884
captaincookrecipes,sager,coffee,4,17,16,0.0
captaincookrecipes,sager,coffee,5,7,0,0.027397260069847107
captaincookrecipes,sager,coffee,5,10,1,0.09931506961584091
captaincookrecipes,sager,coffee,5,12,2,0.0
captaincookrecipes,sager,coffee,5,14,3,0.04794520512223244
captaincookrecipes,sager,coffee,5,13,4,0.0
captaincookrecipes,sager,coffee,5,5,5,0.0
captaincookrecipes,sager,coffee,5,15,6,0.054794520139694214
captaincookrecipes,sager,coffee,5,4,7,0.0
captaincookrecipes,sager,coffee,5,3,8,0.16438356041908264
captaincookrecipes,sager,coffee,5,9,9,0.7671233415603638
captaincookrecipes,sager,coffee,5,16,10,0.0890410989522934
captaincookrecipes,sager,coffee,5,2,11,0.04657534509897232
captaincookrecipes,sager,coffee,5,1,12,0.05821917951107025
captaincookrecipes,sager,coffee,5,6,13,0.034246575087308884
captaincookrecipes,sager,coffee,5,11,14,0.0
captaincookrecipes,sager,coffee,5,8,15,0.0
captaincookrecipes,sager,coffee,5,17,16,0.07876712083816528
captaincookrecipes,sager,coffee,6,10,0,0.12671232223510742
captaincookrecipes,sager,coffee,6,14,1,0.06164383515715599
captaincookrecipes,sager,coffee,6,12,2,0.006849315017461777
captaincookrecipes,sager,coffee,6,13,3,0.0
captaincookrecipes,sager,coffee,6,15,4,0.08561643958091736
captaincookrecipes,sager,coffee,6,7,5,0.0
captaincookrecipes,sager,coffee,6,9,6,0.7260274291038513
captaincookrecipes,sager,coffee,6,16,7,0.006849315017461777
captaincookrecipes,sager,coffee,6,5,8,0.0
captaincookrecipes,sager,coffee,6,4,9,0.0
captaincookrecipes,sager,coffee,6,3,10,0.14383560419082642
captaincookrecipes,sager,coffee,6,2,11,0.0
captaincookrecipes,sager,coffee,6,1,12,0.0
captaincookrecipes,sager,coffee,6,6,13,0.0
captaincookrecipes,sager,coffee,6,11,14,0.0
captaincookrecipes,sager,coffee,6,8,15,0.0
captaincookrecipes,sager,coffee,6,17,16,0.0
captaincookrecipes,sager,coffee,7,14,0,0.034246575087308884
captaincookrecipes,sager,coffee,7,7,1,0.013698630034923553
captaincookrecipes,sager,coffee,7,5,2,0.0
captaincookrecipes,sager,coffee,7,4,3,0.0
captaincookrecipes,sager,coffee,7,10,4,0.18150684237480164
captaincookrecipes,sager,coffee,7,12,5,0.006849315017461777
captaincookrecipes,sager,coffee,7,3,6,0.1335616409778595
captaincookrecipes,sager,coffee,7,13,7,0.0
captaincookrecipes,sager,coffee,7,15,8,0.06849315017461777
captaincookrecipes,sager,coffee,7,9,9,0.6315068602561951
captaincookrecipes,sager,coffee,7,16,10,0.030821917578577995
captaincookrecipes,sager,coffee,7,2,11,0.004109588917344809
captaincookrecipes,sager,coffee,7,1,12,0.006849315017461777
captaincookrecipes,sager,coffee,7,6,13,0.0034246575087308884
captaincookrecipes,sager,coffee,7,11,14,0.0
captaincookrecipes,sager,coffee,7,8,15,0.05821917951107025
captaincookrecipes,sager,coffee,7,17,16,0.0
captaincookrecipes,sager,coffee,8,10,0,0.12671232223510742
captaincookrecipes,sager,coffee,8,7,1,0.030821917578577995
captaincookrecipes,sager,coffee,8,13,2,0.0
captaincookrecipes,sager,coffee,8,12,3,0.006849315017461777
captaincookrecipes,sager,coffee,8,14,4,0.10616438835859299
captaincookrecipes,sager,coffee,8,5,5,0.0
captaincookrecipes,sager,coffee,8,15,6,0.09246575087308884
captaincookrecipes,sager,coffee,8,9,7,0.7568492889404297
captaincookrecipes,sager,coffee,8,4,8,0.0
captaincookrecipes,sager,coffee,8,3,9,0.24315068125724792
captaincookrecipes,sager,coffee,8,16,10,0.0
captaincookrecipes,sager,coffee,8,2,11,0.0
captaincookrecipes,sager,coffee,8,1,12,0.0
captaincookrecipes,sager,coffee,8,6,13,0.0
captaincookrecipes,sager,coffee,8,11,14,0.0
captaincookrecipes,sager,coffee,8,8,15,0.0
captaincookrecipes,sager,coffee,8,17,16,0.0
captaincookrecipes,sager,coffee,9,13,0,0.0
captaincookrecipes,sager,coffee,9,15,1,0.10958903282880783
captaincookrecipes,sager,coffee,9,14,2,0.0445205494761467
captaincookrecipes,sager,coffee,9,9,3,0.7260274887084961
captaincookrecipes,sager,coffee,9,16,4,0.027397260069847107
captaincookrecipes,sager,coffee,9,7,5,0.030821917578577995
captaincookrecipes,sager,coffee,9,5,6,0.0
captaincookrecipes,sager,coffee,9,10,7,0.0890410915017128
captaincookrecipes,sager,coffee,9,4,8,0.0
captaincookrecipes,sager,coffee,9,12,9,0.0
captaincookrecipes,sager,coffee,9,3,10,0.267123281955719
captaincookrecipes,sager,coffee,9,2,11,0.031506847590208054
captaincookrecipes,sager,coffee,9,1,12,0.054794520139694214
captaincookrecipes,sager,coffee,9,6,13,0.034246575087308884
captaincookrecipes,sager,coffee,9,11,14,0.0
captaincookrecipes,sager,coffee,9,8,15,0.0
captaincookrecipes,sager,coffee,9,17,16,0.0
captaincookrecipes,sager,cucumberraita,0,9,0,0.08363635838031769
captaincookrecipes,sager,cucumberraita,0,3,1,0.6327272653579712
captaincookrecipes,sager,cucumberraita,0,4,2,0.006545454729348421
captaincookrecipes,sager,cucumberraita,0,11,3,0.09454545378684998
captaincookrecipes,sager,cucumberraita,0,7,4,0.0
captaincookrecipes,sager,cucumberraita,0,2,5,0.7963636517524719
captaincookrecipes,sager,cucumberraita,0,8,6,0.0
captaincookrecipes,sager,cucumberraita,0,1,7,0.5963636040687561
captaincookrecipes,sager,cucumberraita,0,5,8,0.8981817960739136
captaincookrecipes,sager,cucumberraita,0,10,9,0.8763635158538818
captaincookrecipes,sager,cucumberraita,0,6,10,0.003636363660916686
captaincookrecipes,sager,cucumberraita,0,12,11,0.6218181252479553
captaincookrecipes,sager,cucumberraita,1,9,0,0.06909090280532837
captaincookrecipes,sager,cucumberraita,1,3,1,0.6945454478263855
captaincookrecipes,sager,cucumberraita,1,4,2,0.010181818157434464
captaincookrecipes,sager,cucumberraita,1,11,3,0.05818181857466698
captaincookrecipes,sager,cucumberraita,1,1,4,0.458181768655777
captaincookrecipes,sager,cucumberraita,1,2,5,0.6727272868156433
captaincookrecipes,sager,cucumberraita,1,8,6,0.0
captaincookrecipes,sager,cucumberraita,1,7,7,0.0
captaincookrecipes,sager,cucumberraita,1,5,8,0.861818253993988
captaincookrecipes,sager,cucumberraita,1,10,9,0.8436363339424133
captaincookrecipes,sager,cucumberraita,1,6,10,0.0181818176060915
captaincookrecipes,sager,cucumberraita,1,12,11,0.6327272057533264
captaincookrecipes,sager,cucumberraita,2,9,0,0.06909090280532837
captaincookrecipes,sager,cucumberraita,2,2,1,0.7599999904632568
captaincookrecipes,sager,cucumberraita,2,3,2,0.6909090876579285
captaincookrecipes,sager,cucumberraita,2,5,3,0.8800000548362732
captaincookrecipes,sager,cucumberraita,2,1,4,0.4618181586265564
captaincookrecipes,sager,cucumberraita,2,11,5,0.10545454919338226
captaincookrecipes,sager,cucumberraita,2,7,6,0.0
captaincookrecipes,sager,cucumberraita,2,10,7,0.8145454525947571
captaincookrecipes,sager,cucumberraita,2,8,8,0.0
captaincookrecipes,sager,cucumberraita,2,4,9,0.0014545455342158675
captaincookrecipes,sager,cucumberraita,2,6,10,0.0
captaincookrecipes,sager,cucumberraita,2,12,11,0.7127271890640259
captaincookrecipes,sager,cucumberraita,3,3,0,0.7890908122062683
captaincookrecipes,sager,cucumberraita,3,4,1,0.004363636486232281
captaincookrecipes,sager,cucumberraita,3,7,2,0.0
captaincookrecipes,sager,cucumberraita,3,9,3,0.098181813955307
captaincookrecipes,sager,cucumberraita,3,11,4,0.07636363804340363
captaincookrecipes,sager,cucumberraita,3,1,5,0.5272727012634277
captaincookrecipes,sager,cucumberraita,3,2,6,0.8763636946678162
captaincookrecipes,sager,cucumberraita,3,5,7,0.9418181777000427
captaincookrecipes,sager,cucumberraita,3,8,8,0.010909090749919415
captaincookrecipes,sager,cucumberraita,3,10,9,0.9527271389961243
captaincookrecipes,sager,cucumberraita,3,6,10,0.0
captaincookrecipes,sager,cucumberraita,3,12,11,0.7127272486686707
captaincookrecipes,sager,cucumberraita,4,9,0,0.06909090280532837
captaincookrecipes,sager,cucumberraita,4,3,1,0.6945454478263855
captaincookrecipes,sager,cucumberraita,4,1,2,0.5018181800842285
captaincookrecipes,sager,cucumberraita,4,8,3,0.0
captaincookrecipes,sager,cucumberraita,4,4,4,0.004363636486232281
captaincookrecipes,sager,cucumberraita,4,11,5,0.10545454174280167
captaincookrecipes,sager,cucumberraita,4,7,6,0.0
captaincookrecipes,sager,cucumberraita,4,2,7,0.8363635540008545
captaincookrecipes,sager,cucumberraita,4,5,8,0.9127272367477417
captaincookrecipes,sager,cucumberraita,4,10,9,0.8763635158538818
captaincookrecipes,sager,cucumberraita,4,6,10,0.0
captaincookrecipes,sager,cucumberraita,4,12,11,0.6436363458633423
captaincookrecipes,sager,cucumberraita,5,3,0,0.7890908122062683
captaincookrecipes,sager,cucumberraita,5,4,1,0.004363636486232281
captaincookrecipes,sager,cucumberraita,5,1,2,0.5163636803627014
captaincookrecipes,sager,cucumberraita,5,9,3,0.06181818246841431
captaincookrecipes,sager,cucumberraita,5,11,4,0.08363636583089828
captaincookrecipes,sager,cucumberraita,5,2,5,0.8981818556785583
captaincookrecipes,sager,cucumberraita,5,8,6,0.007272727321833372
captaincookrecipes,sager,cucumberraita,5,7,7,0.0
captaincookrecipes,sager,cucumberraita,5,5,8,0.9090908765792847
captaincookrecipes,sager,cucumberraita,5,10,9,0.8363635540008545
captaincookrecipes,sager,cucumberraita,5,6,10,0.0
captaincookrecipes,sager,cucumberraita,5,12,11,0.6799999475479126
captaincookrecipes,sager,cucumberraita,6,3,0,0.7890908122062683
captaincookrecipes,sager,cucumberraita,6,8,1,0.0
captaincookrecipes,sager,cucumberraita,6,7,2,0.0
captaincookrecipes,sager,cucumberraita,6,11,3,0.13090908527374268
captaincookrecipes,sager,cucumberraita,6,9,4,0.05090908706188202
captaincookrecipes,sager,cucumberraita,6,2,5,0.7818182110786438
captaincookrecipes,sager,cucumberraita,6,1,6,0.5600000023841858
captaincookrecipes,sager,cucumberraita,6,5,7,0.9236364364624023
captaincookrecipes,sager,cucumberraita,6,10,8,0.8545454144477844
captaincookrecipes,sager,cucumberraita,6,4,9,0.027636364102363586
captaincookrecipes,sager,cucumberraita,6,6,10,0.05818181857466698
captaincookrecipes,sager,cucumberraita,6,12,11,0.6690908670425415
captaincookrecipes,sager,cucumberraita,7,9,0,0.06909090280532837
captaincookrecipes,sager,cucumberraita,7,2,1,0.7599999904632568
captaincookrecipes,sager,cucumberraita,7,3,2,0.6909090876579285
captaincookrecipes,sager,cucumberraita,7,1,3,0.4254545271396637
captaincookrecipes,sager,cucumberraita,7,5,4,0.8581818342208862
captaincookrecipes,sager,cucumberraita,7,7,5,0.0
captaincookrecipes,sager,cucumberraita,7,4,6,0.002909091068431735
captaincookrecipes,sager,cucumberraita,7,11,7,0.16363635659217834
captaincookrecipes,sager,cucumberraita,7,10,8,0.9090908765792847
captaincookrecipes,sager,cucumberraita,7,8,9,0.0
captaincookrecipes,sager,cucumberraita,7,6,10,0.0
captaincookrecipes,sager,cucumberraita,7,12,11,0.6036363840103149
captaincookrecipes,sager,cucumberraita,8,3,0,0.7890908122062683
captaincookrecipes,sager,cucumberraita,8,1,1,0.5709090828895569
captaincookrecipes,sager,cucumberraita,8,9,2,0.04727272689342499
captaincookrecipes,sager,cucumberraita,8,2,3,0.8763636946678162
captaincookrecipes,sager,cucumberraita,8,5,4,0.9818180799484253
captaincookrecipes,sager,cucumberraita,8,11,5,0.145454540848732
captaincookrecipes,sager,cucumberraita,8,7,6,0.0
captaincookrecipes,sager,cucumberraita,8,10,7,0.9309090375900269
captaincookrecipes,sager,cucumberraita,8,8,8,0.003636363660916686
captaincookrecipes,sager,cucumberraita,8,4,9,0.0
captaincookrecipes,sager,cucumberraita,8,6,10,0.0
captaincookrecipes,sager,cucumberraita,8,12,11,0.6690908670425415
captaincookrecipes,sager,cucumberraita,9,9,0,0.06909090280532837
captaincookrecipes,sager,cucumberraita,9,3,1,0.6945454478263855
captaincookrecipes,sager,cucumberraita,9,7,2,0.0
captaincookrecipes,sager,cucumberraita,9,8,3,0.0
captaincookrecipes,sager,cucumberraita,9,1,4,0.49454545974731445
captaincookrecipes,sager,cucumberraita,9,11,5,0.04363636299967766
captaincookrecipes,sager,cucumberraita,9,2,6,0.8145455121994019
captaincookrecipes,sager,cucumberraita,9,5,7,0.8763636350631714
captaincookrecipes,sager,cucumberraita,9,4,8,0.004363636486232281
captaincookrecipes,sager,cucumberraita,9,10,9,0.8363636136054993
captaincookrecipes,sager,cucumberraita,9,6,10,0.0
captaincookrecipes,sager,cucumberraita,9,12,11,0.6327272057533264
captaincookrecipes,sager,dressedupmeatballs,0,10,0,0.07534246891736984
captaincookrecipes,sager,dressedupmeatballs,0,11,1,0.013698630034923553
captaincookrecipes,sager,dressedupmeatballs,0,4,2,0.16438356041908264
captaincookrecipes,sager,dressedupmeatballs,0,16,3,0.9006848335266113
captaincookrecipes,sager,dressedupmeatballs,0,6,4,0.0
captaincookrecipes,sager,dressedupmeatballs,0,9,5,0.8664383292198181
captaincookrecipes,sager,dressedupmeatballs,0,1,6,0.6746575236320496
captaincookrecipes,sager,dressedupmeatballs,0,3,7,0.7568492889404297
captaincookrecipes,sager,dressedupmeatballs,0,15,8,0.001369863050058484
captaincookrecipes,sager,dressedupmeatballs,0,12,9,0.0
captaincookrecipes,sager,dressedupmeatballs,0,2,10,0.3047945201396942
captaincookrecipes,sager,dressedupmeatballs,0,13,11,0.4212328791618347
captaincookrecipes,sager,dressedupmeatballs,0,7,12,0.8595890402793884
captaincookrecipes,sager,dressedupmeatballs,0,8,13,0.0
captaincookrecipes,sager,dressedupmeatballs,0,5,14,0.784246563911438
captaincookrecipes,sager,dressedupmeatballs,0,14,15,0.5273972749710083
captaincookrecipes,sager,dressedupmeatballs,0,17,16,0.9589041471481323
captaincookrecipes,sager,dressedupmeatballs,1,10,0,0.09246575832366943
captaincookrecipes,sager,dressedupmeatballs,1,11,1,0.054794520139694214
captaincookrecipes,sager,dressedupmeatballs,1,4,2,0.1883561611175537
captaincookrecipes,sager,dressedupmeatballs,1,16,3,0.9589041471481323
captaincookrecipes,sager,dressedupmeatballs,1,1,4,0.8287671208381653
captaincookrecipes,sager,dressedupmeatballs,1,3,5,0.8835617303848267
captaincookrecipes,sager,dressedupmeatballs,1,15,6,0.021917808800935745
captaincookrecipes,sager,dressedupmeatballs,1,9,7,0.9623287916183472
captaincookrecipes,sager,dressedupmeatballs,1,6,8,0.0
captaincookrecipes,sager,dressedupmeatballs,1,12,9,0.0
captaincookrecipes,sager,dressedupmeatballs,1,2,10,0.30136987566947937
captaincookrecipes,sager,dressedupmeatballs,1,13,11,0.39726027846336365
captaincookrecipes,sager,dressedupmeatballs,1,7,12,0.9246576428413391
captaincookrecipes,sager,dressedupmeatballs,1,8,13,0.02397260256111622
captaincookrecipes,sager,dressedupmeatballs,1,5,14,0.8595889806747437
captaincookrecipes,sager,dressedupmeatballs,1,14,15,0.4041095972061157
captaincookrecipes,sager,dressedupmeatballs,1,17,16,0.886986255645752
captaincookrecipes,sager,dressedupmeatballs,2,10,0,0.09246575832366943
captaincookrecipes,sager,dressedupmeatballs,2,4,1,0.16780821979045868
captaincookrecipes,sager,dressedupmeatballs,2,1,2,0.784246563911438
captaincookrecipes,sager,dressedupmeatballs,2,11,3,0.0445205494761467
captaincookrecipes,sager,dressedupmeatballs,2,3,4,0.869862973690033
captaincookrecipes,sager,dressedupmeatballs,2,16,5,0.8938356637954712
captaincookrecipes,sager,dressedupmeatballs,2,15,6,0.008219177834689617
captaincookrecipes,sager,dressedupmeatballs,2,6,7,0.0
captaincookrecipes,sager,dressedupmeatballs,2,9,8,0.965753436088562
captaincookrecipes,sager,dressedupmeatballs,2,12,9,0.0
captaincookrecipes,sager,dressedupmeatballs,2,2,10,0.2773972749710083
captaincookrecipes,sager,dressedupmeatballs,2,13,11,0.43150684237480164
captaincookrecipes,sager,dressedupmeatballs,2,7,12,0.8938356041908264
captaincookrecipes,sager,dressedupmeatballs,2,8,13,0.034246575087308884
captaincookrecipes,sager,dressedupmeatballs,2,5,14,0.7397260069847107
captaincookrecipes,sager,dressedupmeatballs,2,14,15,0.5102739930152893
captaincookrecipes,sager,dressedupmeatballs,2,17,16,0.9486302137374878
captaincookrecipes,sager,dressedupmeatballs,3,4,0,0.12671232223510742
captaincookrecipes,sager,dressedupmeatballs,3,9,1,0.869862973690033
captaincookrecipes,sager,dressedupmeatballs,3,10,2,0.08219178020954132
captaincookrecipes,sager,dressedupmeatballs,3,11,3,0.0
captaincookrecipes,sager,dressedupmeatballs,3,16,4,0.8253424763679504
captaincookrecipes,sager,dressedupmeatballs,3,1,5,0.7397260069847107
captaincookrecipes,sager,dressedupmeatballs,3,3,6,0.8938355445861816
captaincookrecipes,sager,dressedupmeatballs,3,6,7,0.0
captaincookrecipes,sager,dressedupmeatballs,3,15,8,0.022602740675210953
captaincookrecipes,sager,dressedupmeatballs,3,12,9,0.0
captaincookrecipes,sager,dressedupmeatballs,3,2,10,0.3664383590221405
captaincookrecipes,sager,dressedupmeatballs,3,13,11,0.5068492889404297
captaincookrecipes,sager,dressedupmeatballs,3,7,12,0.7842466235160828
captaincookrecipes,sager,dressedupmeatballs,3,8,13,0.034246575087308884
captaincookrecipes,sager,dressedupmeatballs,3,5,14,0.897260308265686
captaincookrecipes,sager,dressedupmeatballs,3,14,15,0.5958904027938843
captaincookrecipes,sager,dressedupmeatballs,3,17,16,0.9897260069847107
captaincookrecipes,sager,dressedupmeatballs,4,10,0,0.09246575832366943
captaincookrecipes,sager,dressedupmeatballs,4,11,1,0.054794520139694214
captaincookrecipes,sager,dressedupmeatballs,4,1,2,0.7808219194412231
captaincookrecipes,sager,dressedupmeatballs,4,4,3,0.25342464447021484
captaincookrecipes,sager,dressedupmeatballs,4,16,4,0.9143835306167603
captaincookrecipes,sager,dressedupmeatballs,4,9,5,0.9589041471481323
captaincookrecipes,sager,dressedupmeatballs,4,3,6,0.8458904027938843
captaincookrecipes,sager,dressedupmeatballs,4,15,7,0.010273972526192665
captaincookrecipes,sager,dressedupmeatballs,4,6,8,0.0
captaincookrecipes,sager,dressedupmeatballs,4,12,9,0.0
captaincookrecipes,sager,dressedupmeatballs,4,2,10,0.27397260069847107
captaincookrecipes,sager,dressedupmeatballs,4,13,11,0.34246575832366943
captaincookrecipes,sager,dressedupmeatballs,4,7,12,0.886986255645752
captaincookrecipes,sager,dressedupmeatballs,4,8,13,0.017123287543654442
captaincookrecipes,sager,dressedupmeatballs,4,5,14,0.7602739930152893
captaincookrecipes,sager,dressedupmeatballs,4,14,15,0.5205479860305786
captaincookrecipes,sager,dressedupmeatballs,4,17,16,0.8253424167633057
captaincookrecipes,sager,dressedupmeatballs,5,11,0,0.006849315017461777
captaincookrecipes,sager,dressedupmeatballs,5,1,1,0.7397260069847107
captaincookrecipes,sager,dressedupmeatballs,5,4,2,0.15753424167633057
captaincookrecipes,sager,dressedupmeatballs,5,3,3,0.9006849527359009
captaincookrecipes,sager,dressedupmeatballs,5,15,4,0.034246575087308884
captaincookrecipes,sager,dressedupmeatballs,5,10,5,0.1609589159488678
captaincookrecipes,sager,dressedupmeatballs,5,9,6,0.7979452013969421
captaincookrecipes,sager,dressedupmeatballs,5,16,7,0.9212329983711243
captaincookrecipes,sager,dressedupmeatballs,5,6,8,0.0
captaincookrecipes,sager,dressedupmeatballs,5,12,9,0.0
captaincookrecipes,sager,dressedupmeatballs,5,2,10,0.43493151664733887
captaincookrecipes,sager,dressedupmeatballs,5,13,11,0.5102739334106445
captaincookrecipes,sager,dressedupmeatballs,5,7,12,0.8493150472640991
captaincookrecipes,sager,dressedupmeatballs,5,8,13,0.0
captaincookrecipes,sager,dressedupmeatballs,5,5,14,0.8938356637954712
captaincookrecipes,sager,dressedupmeatballs,5,14,15,0.5
captaincookrecipes,sager,dressedupmeatballs,5,17,16,0.9520547986030579
captaincookrecipes,sager,dressedupmeatballs,6,4,0,0.12671232223510742
captaincookrecipes,sager,dressedupmeatballs,6,11,1,0.010273972526192665
captaincookrecipes,sager,dressedupmeatballs,6,10,2,0.08219178020954132
captaincookrecipes,sager,dressedupmeatballs,6,9,3,0.8698630332946777
captaincookrecipes,sager,dressedupmeatballs,6,16,4,0.8904109597206116
captaincookrecipes,sager,dressedupmeatballs,6,1,5,0.6164383888244629
captaincookrecipes,sager,dressedupmeatballs,6,6,6,0.0
captaincookrecipes,sager,dressedupmeatballs,6,3,7,0.7945205569267273
captaincookrecipes,sager,dressedupmeatballs,6,15,8,0.034246575087308884
captaincookrecipes,sager,dressedupmeatballs,6,12,9,0.0
captaincookrecipes,sager,dressedupmeatballs,6,2,10,0.3664383888244629
captaincookrecipes,sager,dressedupmeatballs,6,13,11,0.4999999701976776
captaincookrecipes,sager,dressedupmeatballs,6,7,12,0.7808219194412231
captaincookrecipes,sager,dressedupmeatballs,6,8,13,0.030821917578577995
captaincookrecipes,sager,dressedupmeatballs,6,5,14,0.7876712083816528
captaincookrecipes,sager,dressedupmeatballs,6,14,15,0.5479452013969421
captaincookrecipes,sager,dressedupmeatballs,6,17,16,0.9383562207221985
captaincookrecipes,sager,dressedupmeatballs,7,10,0,0.09246575832366943
captaincookrecipes,sager,dressedupmeatballs,7,4,1,0.16780821979045868
captaincookrecipes,sager,dressedupmeatballs,7,9,2,0.9520547389984131
captaincookrecipes,sager,dressedupmeatballs,7,1,3,0.7534246444702148
captaincookrecipes,sager,dressedupmeatballs,7,3,4,0.8219177722930908
captaincookrecipes,sager,dressedupmeatballs,7,11,5,0.013698630034923553
captaincookrecipes,sager,dressedupmeatballs,7,15,6,0.0034246575087308884
captaincookrecipes,sager,dressedupmeatballs,7,16,7,0.9863013625144958
captaincookrecipes,sager,dressedupmeatballs,7,6,8,0.0
captaincookrecipes,sager,dressedupmeatballs,7,12,9,0.0
captaincookrecipes,sager,dressedupmeatballs,7,2,10,0.21232876181602478
captaincookrecipes,sager,dressedupmeatballs,7,13,11,0.267123281955719
captaincookrecipes,sager,dressedupmeatballs,7,7,12,0.8767123222351074
captaincookrecipes,sager,dressedupmeatballs,7,8,13,0.02054794505238533
captaincookrecipes,sager,dressedupmeatballs,7,5,14,0.6506849527359009
captaincookrecipes,sager,dressedupmeatballs,7,14,15,0.32534244656562805
captaincookrecipes,sager,dressedupmeatballs,7,17,16,1.0
captaincookrecipes,sager,dressedupmeatballs,8,4,0,0.12671232223510742
captaincookrecipes,sager,dressedupmeatballs,8,1,1,0.6746575832366943
captaincookrecipes,sager,dressedupmeatballs,8,11,2,0.010273972526192665
captaincookrecipes,sager,dressedupmeatballs,8,3,3,0.9006848335266113
captaincookrecipes,sager,dressedupmeatballs,8,10,4,0.08219178020954132
captaincookrecipes,sager,dressedupmeatballs,8,16,5,0.9212328195571899
captaincookrecipes,sager,dressedupmeatballs,8,15,6,0.0623287707567215
captaincookrecipes,sager,dressedupmeatballs,8,6,7,0.0
captaincookrecipes,sager,dressedupmeatballs,8,9,8,0.8082191944122314
captaincookrecipes,sager,dressedupmeatballs,8,12,9,0.0
captaincookrecipes,sager,dressedupmeatballs,8,2,10,0.39726027846336365
captaincookrecipes,sager,dressedupmeatballs,8,13,11,0.5376712083816528
captaincookrecipes,sager,dressedupmeatballs,8,7,12,0.869862973690033
captaincookrecipes,sager,dressedupmeatballs,8,8,13,0.02054794505238533
captaincookrecipes,sager,dressedupmeatballs,8,5,14,0.801369845867157
captaincookrecipes,sager,dressedupmeatballs,8,14,15,0.5273972749710083
captaincookrecipes,sager,dressedupmeatballs,8,17,16,0.904109537601471
captaincookrecipes,sager,dressedupmeatballs,9,9,0,0.9109588861465454
captaincookrecipes,sager,dressedupmeatballs,9,11,1,0.0034246575087308884
captaincookrecipes,sager,dressedupmeatballs,9,4,2,0.1883561760187149
captaincookrecipes,sager,dressedupmeatballs,9,10,3,0.0445205457508564
captaincookrecipes,sager,dressedupmeatballs,9,1,4,0.8321917057037354
captaincookrecipes,sager,dressedupmeatballs,9,3,5,0.9280822277069092
captaincookrecipes,sager,dressedupmeatballs,9,16,6,0.9931506514549255
captaincookrecipes,sager,dressedupmeatballs,9,6,7,0.0
captaincookrecipes,sager,dressedupmeatballs,9,15,8,0.039726026356220245
captaincookrecipes,sager,dressedupmeatballs,9,12,9,0.0
captaincookrecipes,sager,dressedupmeatballs,9,2,10,0.36301371455192566
captaincookrecipes,sager,dressedupmeatballs,9,13,11,0.4726027548313141
captaincookrecipes,sager,dressedupmeatballs,9,7,12,0.660959005355835
captaincookrecipes,sager,dressedupmeatballs,9,8,13,0.0
captaincookrecipes,sager,dressedupmeatballs,9,5,14,0.7465753555297852
captaincookrecipes,sager,dressedupmeatballs,9,14,15,0.46986299753189087
captaincookrecipes,sager,dressedupmeatballs,9,17,16,0.9931507110595703
captaincookrecipes,sager,herbomeletwithfriedtomatoes,0,15,0,0.0
captaincookrecipes,sager,herbomeletwithfriedtomatoes,0,13,1,0.7993079423904419
captaincookrecipes,sager,herbomeletwithfriedtomatoes,0,5,2,0.0
captaincookrecipes,sager,herbomeletwithfriedtomatoes,0,12,3,0.2525951564311981
captaincookrecipes,sager,herbomeletwithfriedtomatoes,0,3,4,0.0
captaincookrecipes,sager,herbomeletwithfriedtomatoes,0,8,5,0.19723182916641235
captaincookrecipes,sager,herbomeletwithfriedtomatoes,0,14,6,0.14186851680278778
captaincookrecipes,sager,herbomeletwithfriedtomatoes,0,1,7,0.0
captaincookrecipes,sager,herbomeletwithfriedtomatoes,0,6,8,0.0027681661304086447
captaincookrecipes,sager,herbomeletwithfriedtomatoes,0,10,9,0.19723182916641235
captaincookrecipes,sager,herbomeletwithfriedtomatoes,0,2,10,0.6366782188415527
captaincookrecipes,sager,herbomeletwithfriedtomatoes,0,7,11,0.22145327925682068
captaincookrecipes,sager,herbomeletwithfriedtomatoes,0,4,12,0.11764705926179886
captaincookrecipes,sager,herbomeletwithfriedtomatoes,0,11,13,0.0
captaincookrecipes,sager,herbomeletwithfriedtomatoes,0,9,14,0.1487889289855957
captaincookrecipes,sager,herbomeletwithfriedtomatoes,0,16,15,0.193771630525589
captaincookrecipes,sager,herbomeletwithfriedtomatoes,1,15,0,0.0
