dataset,method,n_examples,mean,median,std,ci_low_95,ci_high_95
captaincookrecipes,ares,24,0.023434296741951497,0.026238924862733527,0.013777351952866742,0.018001179743674853,0.0290076402272556
captaincookrecipes,sager,24,0.0014821890577522794,0.001246191285807006,0.0009080856953589475,0.0011336991399871934,0.00186458684498808
