dataset,method,recipe_name,threshold,num_orderings,ground_truth_error_node_ids,mean_pairwise_jaccard,frac_orderings_exact_match_gt,mean_recall,mean_precision
captaincookrecipes,sager,microwavefrenchtoast,0.07348242402076721,10,1;10;13;3;7;8,0.7869047619047619,0.0,0.4833333333333333,0.46047619047619043
captaincookrecipes,sager,microwavemugpizza,0.07348242402076721,10,1;10;11;12;14;15;2;3;4;5;7,0.9292022792022792,0.0,0.8636363636363636,0.7728438228438229
captaincookrecipes,sager,mugcake,0.07348242402076721,10,1;12;13;14;15;16;18;19;2;20;21;3;5;7;9,0.9022832722832722,0.0,0.7533333333333333,0.8491208791208791
captaincookrecipes,sager,panfriedtofu,0.07348242402076721,10,10;11;13;14;15;16;17;18;2;20;3;4;6;7;8;9,0.8663578850343556,0.0,0.79375,0.8255788084464555
captaincookrecipes,sager,pinwheels,0.07348242402076721,9,1;10;11;12;14;15;17;18;19;2;20;3;4;5;6;7;8;9,0.880570818070818,0.0,0.6481481481481481,0.9204776704776704
captaincookrecipes,sager,ramen,0.07348242402076721,10,1;16;2;9,0.9240740740740742,0.0,0.975,0.47619047619047616
captaincookrecipes,sager,sautedmushrooms,0.07348242402076721,10,11;12;13;15;16;17;18;19;3;4;5;8;9,0.8005723905723905,0.0,0.6538461538461539,0.8848737373737373
captaincookrecipes,sager,scrambledeggs,0.07348242402076721,10,1;11;13;14;15;16;17;18;21;22;24;3;5;8;9,0.9203963612735543,0.0,0.9800000000000001,0.8086665806673548
captaincookrecipes,sager,spicedhotchocolate,0.07348242402076721,6,1;3;8;9,1.0,0.0,1.0,0.5
captaincookrecipes,sager,spicytunaavocadowraps,0.07348242402076721,10,13;14;16;18;2;6;7;8;9,0.7339506172839506,0.0,0.7222222222222222,0.6643434343434343
captaincookrecipes,sager,tomatochutney,0.07348242402076721,10,1;10;13;14;15;16;18;19;2;20;3;4;5;6;7;8;9,0.8826599326599326,0.0,0.6529411764705882,1.0
captaincookrecipes,sager,tomatomozzarellasalad,0.07348242402076721,10,1;10;2;3;4;5;6;7;8;9,1.0,0.0,0.2,1.0
captaincookrecipes,sager,zoodles,0.07348242402076721,10,1;10;11;12;13;14;2;3;4;5;6;7;8,0.8476190476190477,0.0,0.4,0.8342857142857143
