dataset,method,n_examples,mean,median,std,ci_low_95,ci_high_95
captaincookrecipes,ares,24,0.040210813771731656,0.04060805853797532,0.017539998002480985,0.03323735929197262,0.04713539827131685
captaincookrecipes,entail_prev,24,0.08158492046023016,0.08293447293447292,0.03186723158714329,0.06864586353992777,0.09468414118783915
captaincookrecipes,entail_base,24,0.028128300359230012,0.025115740740740744,0.02064780752368576,0.020473080329622726,0.036985316693779025
