method,recipe_name,edge_violated,violation_effect_v,normalized_effect_v,exceeds_noise_v,correct_direction_v,violation_effect_u,normalized_effect_u,exceeds_noise_u,correct_direction_u
ares,dressedupmeatballs,14->17,0.27272728085517883,0.3103448381109272,False,True,-0.7272726893424988,0.7272726893424988,False,False
ares,herbomeletwithfriedtomatoes,14->1,0.0,0.0,False,False,0.03030303120613098,0.03571428195098276,False,True
ares,herbomeletwithfriedtomatoes,10->2,-0.7272727191448212,0.7272727191448212,False,False,-0.21212121844291687,0.23333334098259612,False,False
ares,herbomeletwithfriedtomatoes,7->4,0.0,,False,False,0.0,,False,False
ares,herbomeletwithfriedtomatoes,1->6,0.09090909361839294,0.09090909361839294,False,True,-0.1818181872367859,1.5,True,False
ares,herbomeletwithfriedtomatoes,2->7,0.0,,False,False,-0.1515151560306549,0.1515151560306549,False,False
ares,herbomeletwithfriedtomatoes,3->8,-0.3030303120613098,0.39999995279312833,False,False,0.0,,False,False
ares,herbomeletwithfriedtomatoes,11->9,0.0,,False,False,0.0,,False,False
ares,herbomeletwithfriedtomatoes,6->10,-0.09090903401374817,0.09999993771314603,False,False,-0.3333333730697632,0.3333333730697632,False,False
ares,herbomeletwithfriedtomatoes,4->11,0.0,,False,False,0.0,,False,False
ares,herbomeletwithfriedtomatoes,8->14,-0.5151515007019043,0.6071427580425459,False,False,0.1515151560306549,0.19999997639656417,False,True
ares,herbomeletwithfriedtomatoes,9->16,0.0,0.0,False,False,-1.0,,True,False
ares,microwaveeggsandwich,3->1,0.35483866930007935,0.8461538352204486,False,True,0.12903225421905518,0.2499999855645005,False,True
ares,microwaveeggsandwich,10->2,0.0,0.0,False,False,0.0,0.0,False,False
ares,microwaveeggsandwich,1->4,0.19354844093322754,1.5000004619360108,True,True,0.7096773684024811,1.692307741507981,True,True
ares,microwaveeggsandwich,6->5,0.0,0.0,False,False,0.9032258093357086,0.9333333353863822,False,True
ares,microwaveeggsandwich,8->6,1.0,1.0333333323068088,True,True,0.0,0.0,False,False
ares,microwaveeggsandwich,2->7,-0.032258063554763794,0.03703703576972292,False,False,0.0,0.0,False,False
ares,microwaveeggsandwich,11->8,0.3225806951522827,1.0000001847744042,True,True,0.7741935551166534,3.99999892214964,True,True
ares,microwaveeggsandwich,12->9,-0.06451606750488281,0.06451606750488281,False,False,-0.06451612710952759,0.06451613480045018,False,False
ares,microwaveeggsandwich,5->10,0.0,0.0,False,False,0.0,0.0,False,False
ares,microwaveeggsandwich,4->11,0.12903225421905518,0.6666664613618362,False,True,0.03225815296173096,0.25000069290401616,False,True
ares,microwaveeggsandwich,7->13,0.0,0.0,False,False,-0.12903225421905518,0.14814814307889168,False,False
ares,microwavefrenchtoast,3->1,0.0,0.0,False,False,0.0,0.0,False,False
